Module	Section	Sample Name	Source
Cutadapt	all_sections	17005_DNAm_R1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17005_DNAm_R1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17005_DNAm_R2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/outdated/17005_DNAm_R2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17007_DNAm_R1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17007_DNAm_R1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17007_DNAm_R2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17007_DNAm_R2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17013_DNAm_R1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17013_DNAm_R1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17013_DNAm_R2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17013_DNAm_R2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17019_DNAm_R1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17019_DNAm_R1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17019_DNAm_R2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17019_DNAm_R2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17069_DNAm_R1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17069_DNAm_R1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17069_DNAm_R2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17069_DNAm_R2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17070_DNAm_R1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17070_DNAm_R1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17070_DNAm_R2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17070_DNAm_R2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17072_DNAm_R1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17072_DNAm_R1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17072_DNAm_R2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17072_DNAm_R2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17079_DNAm_R1	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17079_DNAm_R1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	17079_DNAm_R2	/shared_lab/20180226_RNAseq_2017OAExp/DNAm/trimmedSamples/singleSample_trimScript_20190719/20190719_fastqc_trim_10bp_Cvirginica_MBD/17079_DNAm_R2.fastq.gz_trimming_report.txt
